container;schiff;sea_etd_pol;sea_eta_pod;sea_dat_ank_hafen;sea_dat_cont_entl;sea_dat_abf_hafen;sea_dat_ank_vz;pod_id;pod_name;pod_land
OOLU6223570;COSCO HARMONY;31.05.2022 00:00;30.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;30.06.2022 00:00;08.07.2022 00:00;RTM;Rotterdam;NL
APZU4473762;APL FULLERTON;03.04.2022 00:00;03.05.2022 00:00;03.05.2022 00:00;05.05.2022 00:00;20.05.2022 00:00;;RTM;Rotterdam;NL
TEMU5245697;THALASSA TYHI;30.04.2022 00:00;17.06.2022 00:00;17.06.2022 00:00;18.06.2022 00:00;23.06.2022 00:00;24.06.2022 00:00;GOA;Genoa;IT
CAXU3203197;YANTIAN EXPRESS;22.06.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;14.07.2022 00:00;GOA;Genoa;IT
UACU5069959;HMM MIR;06.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
SZLU9544733;YM WELLSPRING;10.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;13.06.2022 00:00;22.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
TEMU1067431;ELLY MAERSK;14.05.2022 00:00;12.06.2022 00:00;05.07.2022 00:00;13.06.2022 00:00;20.06.2022 00:00;27.06.2022 00:00;RTM;Rotterdam;NL
MEDU8937356;MURCIA MAERSK;06.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;25.06.2022 00:00;04.07.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
TEMU4099216;MSC EMANUELA;07.04.2022 00:00;31.05.2022 00:00;08.06.2022 00:00;08.06.2022 00:00;20.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
CMAU5185323;CMA CGM VASCO DE GAMA;16.04.2022 00:00;12.05.2022 00:00;11.05.2022 00:00;12.05.2022 00:00;25.05.2022 00:00;;RTM;Rotterdam;NL
MRKU0969738;ELLY MAERSK;14.05.2022 00:00;12.06.2022 00:00;05.07.2022 00:00;13.06.2022 00:00;20.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
MEDU3090715;MSC RAPALLO;10.05.2022 00:00;26.06.2022 00:00;17.06.2022 00:00;20.06.2022 00:00;23.06.2022 00:00;25.06.2022 00:00;ANR;Antwerpen;BE
MEDU4160376;MARSTAL MAERSK;12.04.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;ANR;Antwerpen;BE
BMOU3073532;APL FULLERTON;03.04.2022 00:00;03.05.2022 00:00;03.05.2022 00:00;05.05.2022 00:00;20.05.2022 00:00;;RTM;Rotterdam;NL
OTPU6267124;YM WELLSPRING;10.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;13.06.2022 00:00;22.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
MRKU0173334;MOSCOW MAERSK;25.04.2022 00:00;24.05.2022 00:00;24.05.2022 00:00;25.05.2022 00:00;30.05.2022 00:00;10.06.2022 00:00;RTM;Rotterdam;NL
FSCU5764510;MSC KATYA R;19.05.2022 00:00;07.06.2022 00:00;08.06.2022 00:00;08.06.2022 00:00;16.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
MSDU1169084;NAVARINO;19.05.2022 00:00;13.06.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;28.06.2022 00:00;GOA;Genoa;IT
MSKU6001268;MARIBO MAERSK;06.05.2022 00:00;07.06.2022 00:00;06.06.2022 00:00;10.06.2022 00:00;13.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
UACU8270566;YM WELLSPRING;10.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;12.06.2022 00:00;24.06.2022 00:00;29.06.2022 00:00;RTM;Rotterdam;NL
MSCU4896294;MARSTAL MAERSK;12.04.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;ANR;Antwerpen;BE
TGCU2050191;BERLIN EXPRESS;24.05.2022 00:00;13.06.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;23.06.2022 00:00;GOA;Genoa;IT
SEGU5636714;HMM MIR;12.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;10.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
BMOU5829193;HMM MIR;09.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
MRKU4164829;ELLY MAERSK;08.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
MSDU2500052;MSC ALLEGRA;03.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;23.06.2022 00:00;ANR;Antwerpen;BE
IKSU4127520;HMM MIR;11.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;10.06.2022 00:00;17.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
GLDU5465315;HMM MIR;06.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;10.06.2022 00:00;24.06.2022 00:00;27.06.2022 00:00;RTM;Rotterdam;NL
MSMU8610475;MSC ALLEGRA;12.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;29.06.2022 00:00;ANR;Antwerpen;BE
TEMU1300369;YANTIAN EXPRESS;22.06.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;10.07.2022 00:00;12.07.2022 00:00;13.07.2022 00:00;GOA;Genoa;IT
MRKU7352373;MSC EMANUELA;07.04.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;01.06.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
TCLU6923620;MAERSK ESSEN;30.03.2022 00:00;13.05.2022 00:00;11.05.2022 00:00;14.05.2022 00:00;20.05.2022 00:00;25.05.2022 00:00;RTM;Rotterdam;NL
MNBU4056444;MAERSK BATAM;21.04.2022 00:00;30.05.2022 00:00;30.05.2022 00:00;30.05.2022 00:00;05.06.2022 00:00;14.06.2022 00:00;RTM;Rotterdam;NL
CAIU4149566;MATZ MAERSK;25.04.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;;28.06.2022 00:00;;HAM;Hamburg;DE
MEDU5765103;MSC DIANA;14.04.2022 00:00;01.06.2022 00:00;01.06.2022 00:00;03.06.2022 00:00;09.06.2022 00:00;14.06.2022 00:00;RTM;Rotterdam;NL
TTNU1211562;MSC DIANA;14.04.2022 00:00;01.06.2022 00:00;01.06.2022 00:00;03.06.2022 00:00;09.06.2022 00:00;14.06.2022 00:00;RTM;Rotterdam;NL
MEDU5872987;MSC EMANUELA;06.04.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;08.06.2022 00:00;10.06.2022 00:00;RTM;Rotterdam;NL
1045-1002-0.5;YM WELLSPRING;21.04.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;15.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
FCIU4685124;MSC LUCY;28.04.2022 00:00;29.05.2022 00:00;29.05.2022 00:00;31.05.2022 00:00;09.06.2022 00:00;21.06.2022 00:00;GOA;Genoa;IT
GCNU4809254;RAIL;28.01.2022 00:00;18.02.2022 00:00;16.06.2022 00:00;15.02.2022 00:00;18.02.2022 00:00;22.02.2022 00:00;DUI;Duisburg;DE
MSKU0932140;MOSCOW MAERSK;25.04.2022 00:00;24.05.2022 00:00;24.05.2022 00:00;25.05.2022 00:00;30.05.2022 00:00;07.06.2022 00:00;RTM;Rotterdam;NL
APHU7135909;XIN PU DONG;01.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;29.07.2022 00:00;09.08.2022 00:00;GOA;Genoa;IT
MSDU7577859;MSC EMANUELA;10.03.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;24.06.2022 00:00;29.06.2022 00:00;RTM;Rotterdam;NL
MSCU5823142;MSC ALLEGRA;10.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;18.06.2022 00:00;29.06.2022 00:00;ANR;Antwerpen;BE
MEDU5799274;MSC DIANA;14.04.2022 00:00;01.06.2022 00:00;01.06.2022 00:00;03.06.2022 00:00;10.06.2022 00:00;14.06.2022 00:00;RTM;Rotterdam;NL
MRKU2769913;MSC DIANA;03.04.2022 00:00;01.06.2022 00:00;08.06.2022 00:00;08.06.2022 00:00;09.06.2022 00:00;21.06.2022 00:00;RTM;Rotterdam;NL
4110-9186-204.625;HMM DAON;09.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;17.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
1045-6608-9.7;YM WELLSPRING;21.04.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;15.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
MSDU2507437;ELLY MAERSK;11.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;22.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
4110-9186-204.157;HMM MIR;02.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;10.06.2022 00:00;11.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
HLXU3464856;YM WELLSPRING;07.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;13.06.2022 00:00;22.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
MSMU4429319;MARSTAL MAERSK;24.04.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;22.06.2022 00:00;27.06.2022 00:00;ANR;Antwerpen;BE
1045-5253-3.5;YM WELLSPRING;21.04.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;15.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
SUDU8075089;MAERSK BATAM;21.04.2022 00:00;30.05.2022 00:00;30.05.2022 00:00;30.05.2022 00:00;05.06.2022 00:00;15.06.2022 00:00;RTM;Rotterdam;NL
SEGU1254354;MILANO BRIDGE;27.05.2022 00:00;05.07.2022 00:00;05.07.2022 00:00;06.07.2022 00:00;07.07.2022 00:00;12.07.2022 00:00;GOA;Genoa;IT
MEDU4053871;MILAN MAERSK;25.05.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;;12.07.2022 00:00;15.07.2022 00:00;RTM;Rotterdam;NL
OOLU1965540;CSCL MARS;01.04.2022 00:00;25.05.2022 00:00;25.05.2022 00:00;27.05.2022 00:00;08.06.2022 00:00;14.06.2022 00:00;RTM;Rotterdam;NL
4110-9186-204.016;HMM MIR;02.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;10.06.2022 00:00;11.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
MSDU2150458;ELLY MAERSK;03.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;18.06.2022 00:00;21.06.2022 00:00;RTM;Rotterdam;NL
TLLU2153690;ELLY MAERSK;14.05.2022 00:00;12.06.2022 00:00;05.07.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;;RTM;Rotterdam;NL
MSKU5011739;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;RTM;Rotterdam;NL
CLHU4575216;MSC DILETTA;22.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;14.07.2022 00:00;;ANR;Antwerpen;BE
PONU1622386;MILAN MAERSK;27.05.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;11.07.2022 00:00;15.07.2022 00:00;RTM;Rotterdam;NL
FSCU8238381;ZEAL LUMOS;06.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;02.07.2022 00:00;05.07.2022 00:00;09.07.2022 00:00;GOA;Genoa;IT
TRHU6409269;COSCO SHIPPING ANDES;12.05.2022 00:00;27.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;28.06.2022 00:00;;GOA;Genoa;IT
TTNU8871486;HMM ROTTERDAM;06.05.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;28.06.2022 00:00;;RTM;Rotterdam;NL
MSDU7037249;MURCIA MAERSK;06.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;04.07.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
FCIU4687889;AL RIFFA;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;29.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
PONU1797297;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
CEUU8013722;APL TEMASEK;16.05.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;15.06.2022 00:00;24.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
UETU2781692;YANTIAN EXPRESS;22.06.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;10.07.2022 00:00;13.07.2022 00:00;14.07.2022 00:00;GOA;Genoa;IT
MEDU4312545;MURCIA MAERSK;10.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;24.06.2022 00:00;30.06.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
MSMU5672107;MILAN MAERSK;25.05.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;07.07.2022 00:00;18.07.2022 00:00;21.07.2022 00:00;RTM;Rotterdam;NL
CAIU9349309;APL SINGAPURA;08.07.2022 00:00;10.08.2022 00:00;10.08.2022 00:00;10.08.2022 00:00;;;RTM;Rotterdam;NL
CMAU7160875;BALTIC BRIDGE;04.08.2022 00:00;22.08.2022 00:00;23.08.2022 00:00;23.08.2022 00:00;26.08.2022 00:00;;GOA;Genoa;IT
MRKU0788792;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
TCKU3946841;MURCIA MAERSK;06.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;25.06.2022 00:00;04.07.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
PONU8175783;ELLY MAERSK;08.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
MRKU8315815;MAASTRICHT MAERSK;11.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;19.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
MSKU5642020;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
PONU2044180;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
MRKU0749965;MURCIA MAERSK;18.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;27.06.2022 00:00;28.06.2022 00:00;RTM;Rotterdam;NL
TEMU5393605;APL TEMASEK;16.05.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;15.06.2022 00:00;24.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
MRKU5134156;ELLY MAERSK;08.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;17.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
MSDU2192197;ELLY MAERSK;03.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;20.06.2022 00:00;23.06.2022 00:00;RTM;Rotterdam;NL
TEMU0957019;EUGEN MAERSK;19.04.2022 00:00;03.06.2022 00:00;03.06.2022 00:00;05.06.2022 00:00;20.06.2022 00:00;27.06.2022 00:00;RTM;Rotterdam;NL
00397660;MSC Carole;22.06.2022 00:00;18.07.2022 00:00;;;;;HAM;Hamburg;DE
GVCU5052236;MERETE MAERSK;16.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;14.07.2022 00:00;22.07.2022 00:00;04.08.2022 00:00;RTM;Rotterdam;NL
FTAU1419877;ELLY MAERSK;03.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;23.06.2022 00:00;;RTM;Rotterdam;NL
MSCU5049062;MARIBO MAERSK;07.05.2022 00:00;07.06.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;22.06.2022 00:00;RTM;Rotterdam;NL
MSDU7311339;MARIBO MAERSK;30.04.2022 00:00;07.06.2022 00:00;06.06.2022 00:00;07.06.2022 00:00;09.06.2022 00:00;20.06.2022 00:00;RTM;Rotterdam;NL
GESU1099741;APL TEMASEK;16.05.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;15.06.2022 00:00;24.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
MSMU4414622;EUGEN MAERSK;26.04.2022 00:00;03.06.2022 00:00;03.06.2022 00:00;04.06.2022 00:00;17.06.2022 00:00;23.06.2022 00:00;RTM;Rotterdam;NL
SEGU4746168;APL TEMASEK;11.05.2022 00:00;14.06.2022 00:00;11.06.2022 00:00;15.06.2022 00:00;24.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
DFSU7415743;AIN SNAN EXPRESS;19.05.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;12.07.2022 00:00;19.07.2022 00:00;RTM;Rotterdam;NL
MRSU5700683;MOL PRESENCE;30.05.2022 00:00;16.05.2022 00:00;16.06.2022 00:00;16.06.2022 00:00;26.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
001;TBN MSCU;12.06.2022 00:00;15.07.2022 00:00;;;;;RTM;Rotterdam;NL
FBLU0145202;AL MURAYKH;19.03.2022 00:00;16.06.2022 00:00;16.06.2022 00:00;17.06.2022 00:00;29.06.2022 00:00;;RTM;Rotterdam;NL
MRSU3651086;MURCIA MAERSK;22.05.2022 00:00;25.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
TLLU5863401;MSC EMANUELA;07.04.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;08.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
CXDU1985849;MSC EMANUELA;31.03.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;31.05.2022 00:00;11.06.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
TEMU4436507;MOSCOW MAERSK;25.04.2022 00:00;24.05.2022 00:00;24.05.2022 00:00;24.05.2022 00:00;30.05.2022 00:00;09.06.2022 00:00;RTM;Rotterdam;NL
OOLU1726079;CSCL GLOBE;23.03.2022 00:00;27.04.2022 00:00;27.04.2022 00:00;29.04.2022 00:00;12.05.2022 00:00;17.05.2022 00:00;RTM;Rotterdam;NL
CSNU1470293;CSCL GLOBE;23.03.2022 00:00;27.04.2022 00:00;27.04.2022 00:00;28.04.2022 00:00;13.05.2022 00:00;20.05.2022 00:00;RTM;Rotterdam;NL
YMMU4154320;HMM HANUL;06.06.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;11.07.2022 00:00;13.07.2022 00:00;RTM;Rotterdam;NL
TCNU2379183;MSC ISABELLA;24.06.2022 00:00;25.07.2022 00:00;25.07.2022 00:00;26.07.2022 00:00;28.07.2022 00:00;10.08.2022 00:00;ANR;Antwerpen;BE
OTPU6263480;YM WELLSPRING;10.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;12.06.2022 00:00;22.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
CLHU4631393;MARIBO MAERSK;05.05.2022 00:00;07.06.2022 00:00;06.06.2022 00:00;07.06.2022 00:00;17.06.2022 00:00;29.06.2022 00:00;RTM;Rotterdam;NL
MRKU8406181;MURCIA MAERSK;05.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;27.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
HLBU2651623;LINAH;26.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;RTM;Rotterdam;NL
ZCSU8796105;RAIL;10.08.2022 00:00;01.09.2022 00:00;;;;;DUI;Duisburg;DE
MSMU7280300;MSC RAYSHMI;29.04.2022 00:00;02.06.2022 00:00;18.06.2022 00:00;19.06.2022 00:00;30.06.2022 00:00;25.07.2022 00:00;ANR;Antwerpen;BE
FTAU1549314;LINAH;26.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;19.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;RTM;Rotterdam;NL
APZU2105041;COSCO SHIPPING NEBULA;01.05.2022 00:00;24.06.2022 00:00;24.06.2022 00:00;26.06.2022 00:00;05.07.2022 00:00;09.07.2022 00:00;RTM;Rotterdam;NL
HLBU2059316;ZEAL LUMOS;06.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;02.07.2022 00:00;05.07.2022 00:00;09.07.2022 00:00;GOA;Genoa;IT
SUDU8758402;MURCIA MAERSK;18.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;27.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
MSKU6834270;MURCIA MAERSK;18.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;27.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
YMMU4119612;HMM DAON;18.05.2022 00:00;27.06.2022 00:00;16.06.2022 00:00;28.06.2022 00:00;05.07.2022 00:00;;HAM;Hamburg;DE
MEDU3135492;ELLY MAERSK;22.04.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;20.06.2022 00:00;23.06.2022 00:00;RTM;Rotterdam;NL
OOCU7678285;APL MINNESOTA;26.05.2022 00:00;07.06.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;17.06.2022 00:00;22.06.2022 00:00;ANR;Antwerpen;BE
APZU3954399;ELENI T;27.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;21.06.2022 00:00;28.06.2022 00:00;ANR;Antwerpen;BE
LCGU8062559;Rail;24.08.2022 00:00;15.09.2022 00:00;;;;;DUI;Duisburg;DE
MSCU4706964;MSC DILETTA;10.06.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;10.07.2022 00:00;13.07.2022 00:00;28.07.2022 00:00;ANR;Antwerpen;BE
MRSU3467660;MERETE MAERSK;16.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;09.08.2022 00:00;RTM;Rotterdam;NL
TCLU3099317;COSCO SHIPPING NEBULA;22.05.2022 00:00;24.06.2022 00:00;24.06.2022 00:00;25.06.2022 00:00;11.07.2022 00:00;12.07.2022 00:00;RTM;Rotterdam;NL
HLXU8017444;YANTIAN EXPRESS;22.04.2022 00:00;13.05.2022 00:00;13.05.2022 00:00;14.05.2022 00:00;18.05.2022 00:00;21.05.2022 00:00;GOA;Genoa;IT
HLXU3518504;XIN LIAN YUN GANG;18.05.2022 00:00;11.06.2022 00:00;10.06.2022 00:00;11.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;RTM;Rotterdam;NL
HLXU3546044;YANTIAN EXPRESS;22.06.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;11.07.2022 00:00;12.07.2022 00:00;13.07.2022 00:00;GOA;Genoa;IT
FCIU2815208;YANTIAN EXPRESS;22.06.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;11.07.2022 00:00;12.07.2022 00:00;13.07.2022 00:00;GOA;Genoa;IT
MSKU3842693;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;RTM;Rotterdam;NL
TEMU2565573;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;08.07.2022 00:00;RTM;Rotterdam;NL
MEDU3669179;MAERSK EDMONTON;15.06.2022 00:00;17.07.2022 00:00;17.07.2022 00:00;21.07.2022 00:00;26.07.2022 00:00;03.08.2022 00:00;ANR;Antwerpen;BE
MSMU6715728;ELLY MAERSK;15.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;20.06.2022 00:00;29.06.2022 00:00;RTM;Rotterdam;NL
TRLU9449432;COSCO SHIPPING ANDES;27.05.2022 00:00;27.06.2022 00:00;26.06.2022 00:00;28.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
UETU2480430;EVER GIVEN;09.06.2022 00:00;09.08.2022 00:00;19.07.2022 00:00;19.07.2022 00:00;05.08.2022 00:00;12.08.2022 00:00;RTM;Rotterdam;NL
MSMU4447462;MARSTAL MAERSK;20.04.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;ANR;Antwerpen;BE
MRKU0226964;MERETE MAERSK;16.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;05.08.2022 00:00;RTM;Rotterdam;NL
TLLU3407887;MSC TAMARA;14.05.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;06.07.2022 00:00;GOA;Genoa;IT
UACU8176966;AL RIFFA;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;29.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
TCLU1399790;MILAN MAERSK;09.06.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;11.07.2022 00:00;;RTM;Rotterdam;NL
APZU4408833;NYK ROMULUS;23.02.2022 00:00;29.03.2022 00:00;31.03.2022 00:00;31.03.2022 00:00;07.04.2022 00:00;12.05.2022 00:00;ANR;Antwerpen;BE
FBIU0174607;MAGLEBY MAERSK;02.04.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;03.07.2022 00:00;05.07.2022 00:00;07.07.2022 00:00;ANR;Antwerpen;BE
MSDU2801293;MSC ALLEGRA;12.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;16.06.2022 00:00;18.06.2022 00:00;01.07.2022 00:00;ANR;Antwerpen;BE
MRKU2579220;ELLY MAERSK;15.05.2022 00:00;12.06.2022 00:00;05.07.2022 00:00;12.06.2022 00:00;17.06.2022 00:00;;RTM;Rotterdam;NL
TCLU1854487;BALTIC BRIDGE;03.06.2022 00:00;24.06.2022 00:00;25.06.2022 00:00;25.06.2022 00:00;01.07.2022 00:00;06.07.2022 00:00;GOA;Genoa;IT
